Date;Year;Competition;CompetitionSet;Comp.SetDetail;Sport;Discipline;Gender;Class;Phase;Rank;Medal;Team Members;Person/Team;Person;Person First Name;Person Last Name;PersonGender;Team;Nationality;DoB;YoB;Age (days);Age;Country;Country Code;Continent;Result;Sec/Mtr/Pts;Host City;Host Country;Host Continent;# Participants;# Countries;# Continents;World Ranking;Rank Within Country;Is Olympic Discipline
17.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Men;Seniors;;40;;No;Sandro Lohner (SUI, 17 Jun 1997);Sandro Lohner;Sandro;Lohner;Men;Switzerland;SUI;17.06.1997;;27-214;27;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;46;13;4;;5;Yes
17.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Men;Seniors;;DNS;;No;Ryan Regez (SUI, 30 Jan 1993);Ryan Regez;Ryan;Regez;Men;Switzerland;SUI;30.01.1993;;31-353;31;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;46;13;4;;0;Yes
17.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Women;Seniors;;2;S;No;Fanny Smith (SUI, 20 May 1992);Fanny Smith;Fanny;Smith;Women;Switzerland;SUI;20.05.1992;;32-242;32;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;19;7;3;;1;Yes
17.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Women;Seniors;;14;;No;Natalie Schaer (SUI, 25 Jul 2000);Natalie Schaer;Natalie;Schaer;Women;Switzerland;SUI;25.07.2000;;24-176;24;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;19;7;3;;2;Yes
17.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Women;Seniors;;16;;No;Talina Gantenbein (SUI, 18 Aug 1998);Talina Gantenbein;Talina;Gantenbein;Women;Switzerland;SUI;18.08.1998;;26-152;26;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;19;7;3;;3;Yes
16.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Men;Seniors;;4;;No;Alex Fiva (SUI, 29 Jan 1986);Alex Fiva;Alex;Fiva;Men;Switzerland;SUI;29.01.1986;;38-353;38;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;47;13;4;;1;Yes
16.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Men;Seniors;;9;;No;Tobias Baur (SUI, 07 Apr 1997);Tobias Baur;Tobias;Baur;Men;Switzerland;SUI;07.04.1997;;27-284;27;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;47;13;4;;2;Yes
16.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Men;Seniors;;16;;No;Sandro Lohner (SUI, 17 Jun 1997);Sandro Lohner;Sandro;Lohner;Men;Switzerland;SUI;17.06.1997;;27-213;27;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;47;13;4;;3;Yes
16.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Men;Seniors;;23;;No;Romain Detraz (SUI, 21 Dec 1993);Romain Detraz;Romain;Detraz;Men;Switzerland;SUI;21.12.1993;;31-026;31;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;47;13;4;;4;Yes
16.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Men;Seniors;;34;;No;Ryan Regez (SUI, 30 Jan 1993);Ryan Regez;Ryan;Regez;Men;Switzerland;SUI;30.01.1993;;31-352;31;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;47;13;4;;5;Yes
16.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Men;Seniors;;40;;No;Marc Bischofberger (SUI, 26 Jan 1991);Marc Bischofberger;Marc;Bischofberger;Men;Switzerland;SUI;26.01.1991;;33-356;33;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;47;13;4;;6;Yes
16.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Women;Seniors;;2;S;No;Fanny Smith (SUI, 20 May 1992);Fanny Smith;Fanny;Smith;Women;Switzerland;SUI;20.05.1992;;32-241;32;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;20;7;3;;1;Yes
16.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Women;Seniors;;13;;No;Talina Gantenbein (SUI, 18 Aug 1998);Talina Gantenbein;Talina;Gantenbein;Women;Switzerland;SUI;18.08.1998;;26-151;26;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;20;7;3;;2;Yes
16.01.2025;2025;Reiteralm;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Ski Cross;Women;Seniors;;18;;No;Natalie Schaer (SUI, 25 Jul 2000);Natalie Schaer;Natalie;Schaer;Women;Switzerland;SUI;25.07.2000;;24-175;24;Switzerland;SUI;Europe;;;Reiteralm;Austria;Europe;20;7;3;;3;Yes
10.01.2025;2025;Kreischberg;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;5;;No;Andri Ragettli (SUI, 21 Aug 1998);Andri Ragettli;Andri;Ragettli;Men;Switzerland;SUI;21.08.1998;;26-142;26;Switzerland;SUI;Europe;173,00;173;Kreischberg;Austria;Europe;50;22;5;;1;Yes
10.01.2025;2025;Kreischberg;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;13;;No;Kim Gubser (SUI, 17 May 2000);Kim Gubser;Kim;Gubser;Men;Switzerland;SUI;17.05.2000;;24-238;24;Switzerland;SUI;Europe;169,00;169;Kreischberg;Austria;Europe;50;22;5;;2;Yes
10.01.2025;2025;Kreischberg;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;15;;No;Colin Wili (SUI, 14 Sep 1998);Colin Wili;Colin;Wili;Men;Switzerland;SUI;14.09.1998;;26-118;26;Switzerland;SUI;Europe;167,00;167;Kreischberg;Austria;Europe;50;22;5;;3;Yes
10.01.2025;2025;Kreischberg;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;17;;No;Fabian Boesch (SUI, 06 Jul 1997);Fabian Boesch;Fabian;Boesch;Men;Switzerland;SUI;06.07.1997;;27-188;27;Switzerland;SUI;Europe;165,25;165;Kreischberg;Austria;Europe;50;22;5;;4;Yes
10.01.2025;2025;Kreischberg;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;26;;No;Gian Andri Bolinger (SUI, 13 Jun 2004);Gian Andri Bolinger;Gian Andri;Bolinger;Men;Switzerland;SUI;13.06.2004;;20-211;20;Switzerland;SUI;Europe;157,25;157;Kreischberg;Austria;Europe;50;22;5;;5;Yes
10.01.2025;2025;Kreischberg;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;31;;No;Thierry Wili (SUI, 20 Nov 2000);Thierry Wili;Thierry;Wili;Men;Switzerland;SUI;20.11.2000;;24-051;24;Switzerland;SUI;Europe;141,75;142;Kreischberg;Austria;Europe;50;22;5;;6;Yes
10.01.2025;2025;Kreischberg;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Women;Seniors;;5;;No;Sarah Hoefflin (SUI, 08 Jan 1991);Sarah Hoefflin;Sarah;Hoefflin;Women;Switzerland;SUI;08.01.1991;;34-002;34;Switzerland;SUI;Europe;164,25;164;Kreischberg;Austria;Europe;20;12;4;;1;Yes
10.01.2025;2025;Kreischberg;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Women;Seniors;;9;;No;Anouk Andraska (SUI, 24 Jan 2004);Anouk Andraska;Anouk;Andraska;Women;Switzerland;SUI;24.01.2004;;20-352;20;Switzerland;SUI;Europe;160,75;161;Kreischberg;Austria;Europe;20;12;4;;2;Yes
10.01.2025;2025;Kreischberg;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Women;Seniors;;13;;No;Mathilde Gremaud (SUI, 08 Feb 2000);Mathilde Gremaud;Mathilde;Gremaud;Women;Switzerland;SUI;08.02.2000;;24-337;24;Switzerland;SUI;Europe;138,50;139;Kreischberg;Austria;Europe;20;12;4;;3;Yes
04.01.2025;2025;Klagenfurt;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;4;;No;Andri Ragettli (SUI, 21 Aug 1998);Andri Ragettli;Andri;Ragettli;Men;Switzerland;SUI;21.08.1998;;26-136;26;Switzerland;SUI;Europe;171,20;171;Klagenfurt;Austria;Europe;49;21;5;;1;Yes
04.01.2025;2025;Klagenfurt;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;5;;No;Fabian Boesch (SUI, 06 Jul 1997);Fabian Boesch;Fabian;Boesch;Men;Switzerland;SUI;06.07.1997;;27-182;27;Switzerland;SUI;Europe;171,00;171;Klagenfurt;Austria;Europe;49;21;5;;2;Yes
04.01.2025;2025;Klagenfurt;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;28;;No;Thierry Wili (SUI, 20 Nov 2000);Thierry Wili;Thierry;Wili;Men;Switzerland;SUI;20.11.2000;;24-045;24;Switzerland;SUI;Europe;126,60;127;Klagenfurt;Austria;Europe;49;21;5;;3;Yes
04.01.2025;2025;Klagenfurt;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;33;;No;Gian Andri Bolinger (SUI, 13 Jun 2004);Gian Andri Bolinger;Gian Andri;Bolinger;Men;Switzerland;SUI;13.06.2004;;20-205;20;Switzerland;SUI;Europe;116,80;117;Klagenfurt;Austria;Europe;49;21;5;;4;Yes
04.01.2025;2025;Klagenfurt;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;45;;No;Colin Wili (SUI, 14 Sep 1998);Colin Wili;Colin;Wili;Men;Switzerland;SUI;14.09.1998;;26-112;26;Switzerland;SUI;Europe;67,20;67;Klagenfurt;Austria;Europe;49;21;5;;5;Yes
04.01.2025;2025;Klagenfurt;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Men;Seniors;;DNS;;No;Kim Gubser (SUI, 17 May 2000);Kim Gubser;Kim;Gubser;Men;Switzerland;SUI;17.05.2000;;24-232;24;Switzerland;SUI;Europe;;;Klagenfurt;Austria;Europe;49;21;5;;0;Yes
04.01.2025;2025;Klagenfurt;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Women;Seniors;;4;;No;Anouk Andraska (SUI, 24 Jan 2004);Anouk Andraska;Anouk;Andraska;Women;Switzerland;SUI;24.01.2004;;20-346;20;Switzerland;SUI;Europe;163,20;163;Klagenfurt;Austria;Europe;15;8;3;;1;Yes
04.01.2025;2025;Klagenfurt;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Women;Seniors;;7;;No;Sarah Hoefflin (SUI, 08 Jan 1991);Sarah Hoefflin;Sarah;Hoefflin;Women;Switzerland;SUI;08.01.1991;;33-362;33;Switzerland;SUI;Europe;127,60;128;Klagenfurt;Austria;Europe;15;8;3;;2;Yes
04.01.2025;2025;Klagenfurt;(World) Cup;FIS Freeski World Cup;Freestyle Skiing;Big Air;Women;Seniors;;8;;No;Mathilde Gremaud (SUI, 08 Feb 2000);Mathilde Gremaud;Mathilde;Gremaud;Women;Switzerland;SUI;08.02.2000;;24-331;24;Switzerland;SUI;Europe;106,60;107;Klagenfurt;Austria;Europe;15;8;3;;3;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Men;Seniors;;5;;No;Alex Fiva (SUI, 29 Jan 1986);Alex Fiva;Alex;Fiva;Men;Switzerland;SUI;29.01.1986;;39-060;39;Switzerland;SUI;Europe;638,00;638;FIS;;;58;11;3;;1;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Men;Seniors;;8;;No;Ryan Regez (SUI, 30 Jan 1993);Ryan Regez;Ryan;Regez;Men;Switzerland;SUI;30.01.1993;;32-059;32;Switzerland;SUI;Europe;495,00;495;FIS;;;58;11;3;;2;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Men;Seniors;;9;;No;Tobias Baur (SUI, 07 Apr 1997);Tobias Baur;Tobias;Baur;Men;Switzerland;SUI;07.04.1997;;27-357;27;Switzerland;SUI;Europe;413,00;413;FIS;;;58;11;3;;3;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Men;Seniors;;19;;No;Romain Detraz (SUI, 21 Dec 1993);Romain Detraz;Romain;Detraz;Men;Switzerland;SUI;21.12.1993;;31-099;31;Switzerland;SUI;Europe;247,00;247;FIS;;;58;11;3;;4;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Men;Seniors;;27;;No;Marc Bischofberger (SUI, 26 Jan 1991);Marc Bischofberger;Marc;Bischofberger;Men;Switzerland;SUI;26.01.1991;;34-063;34;Switzerland;SUI;Europe;148,00;148;FIS;;;58;11;3;;5;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Men;Seniors;;29;;No;Sandro Lohner (SUI, 17 Jun 1997);Sandro Lohner;Sandro;Lohner;Men;Switzerland;SUI;17.06.1997;;27-286;27;Switzerland;SUI;Europe;143,00;143;FIS;;;58;11;3;;6;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Men;Seniors;;47;;No;Gil Martin (SUI, 05 Sep 1999);Gil Martin;Gil;Martin;Men;Switzerland;SUI;05.09.1999;;25-206;25;Switzerland;SUI;Europe;32,00;32;FIS;;;58;11;3;;7;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Men;Seniors;;52;;No;Alex Marro (SUI, 28 Nov 1995);Alex Marro;Alex;Marro;Men;Switzerland;SUI;28.11.1995;;29-122;29;Switzerland;SUI;Europe;12,00;12;FIS;;;58;11;3;;8;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Men;Seniors;;56;;No;Noah Lubasch (SUI, 30 Sep 2000);Noah Lubasch;Noah;Lubasch;Men;Switzerland;SUI;30.09.2000;;24-181;24;Switzerland;SUI;Europe;7,00;7;FIS;;;58;11;3;;9;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Women;Seniors;;1;G;No;Fanny Smith (SUI, 20 May 1992);Fanny Smith;Fanny;Smith;Women;Switzerland;SUI;20.05.1992;;32-314;32;Switzerland;SUI;Europe;1076,00;1 076;FIS;;;38;13;5;;1;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Women;Seniors;;9;;No;Talina Gantenbein (SUI, 18 Aug 1998);Talina Gantenbein;Talina;Gantenbein;Women;Switzerland;SUI;18.08.1998;;26-224;26;Switzerland;SUI;Europe;502,00;502;FIS;;;38;13;5;;2;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Women;Seniors;;17;;No;Natalie Schaer (SUI, 25 Jul 2000);Natalie Schaer;Natalie;Schaer;Women;Switzerland;SUI;25.07.2000;;24-248;24;Switzerland;SUI;Europe;240,00;240;FIS;;;38;13;5;;3;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Women;Seniors;;23;;No;Anna Dietrich (SUI, 04 Aug 2002);Anna Dietrich;Anna;Dietrich;Women;Switzerland;SUI;04.08.2002;;22-238;22;Switzerland;SUI;Europe;123,00;123;FIS;;;38;13;5;;4;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Women;Seniors;;25;;No;Saskja Lack (SUI, 18 Apr 2000);Saskja Lack;Saskja;Lack;Women;Switzerland;SUI;18.04.2000;;24-346;24;Switzerland;SUI;Europe;74,00;74;FIS;;;38;13;5;;5;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Women;Seniors;;27;;No;Isabelle Zippert (SUI, 25 Dec 2000);Isabelle Zippert;Isabelle;Zippert;Women;Switzerland;SUI;25.12.2000;;24-095;24;Switzerland;SUI;Europe;54,00;54;FIS;;;38;13;5;;6;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Women;Seniors;;32;;No;Martina Wyss (SUI, 22 May 1995);Martina Wyss;Martina;Wyss;Women;Switzerland;SUI;22.05.1995;;29-312;29;Switzerland;SUI;Europe;31,00;31;FIS;;;38;13;5;;7;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Women;Seniors;;35;;No;Chiara Von Moos (SUI, 06 Jun 2005);Chiara Von Moos;Chiara;Von Moos;Women;Switzerland;SUI;06.06.2005;;19-297;19;Switzerland;SUI;Europe;29,00;29;FIS;;;38;13;5;;8;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Women;Seniors;;37;;No;Margaux Dumont (SUI, 09 Apr 2002);Margaux Dumont;Margaux;Dumont;Women;Switzerland;SUI;09.04.2002;;22-355;22;Switzerland;SUI;Europe;16,00;16;FIS;;;38;13;5;;9;Yes
30.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Ski Cross;Women;Seniors;;38;;No;Marie Krista (SUI, 09 Jan 2002);Marie Krista;Marie;Krista;Women;Switzerland;SUI;09.01.2002;;23-080;23;Switzerland;SUI;Europe;12,00;12;FIS;;;38;13;5;;10;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Men;Seniors;;5;;No;Andri Ragettli (SUI, 21 Aug 1998);Andri Ragettli;Andri;Ragettli;Men;Switzerland;SUI;21.08.1998;;26-205;26;Switzerland;SUI;Europe;193,00;193;FIS;;;67;19;5;;1;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Men;Seniors;;11;;No;Fabian Boesch (SUI, 06 Jul 1997);Fabian Boesch;Fabian;Boesch;Men;Switzerland;SUI;06.07.1997;;27-251;27;Switzerland;SUI;Europe;129,00;129;FIS;;;67;19;5;;2;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Men;Seniors;;15;;No;Kim Gubser (SUI, 17 May 2000);Kim Gubser;Kim;Gubser;Men;Switzerland;SUI;17.05.2000;;24-301;24;Switzerland;SUI;Europe;102,00;102;FIS;;;67;19;5;;3;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Men;Seniors;;27;;No;Colin Wili (SUI, 14 Sep 1998);Colin Wili;Colin;Wili;Men;Switzerland;SUI;14.09.1998;;26-181;26;Switzerland;SUI;Europe;43,00;43;FIS;;;67;19;5;;4;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Men;Seniors;;45;;No;Gian Andri Bolinger (SUI, 13 Jun 2004);Gian Andri Bolinger;Gian Andri;Bolinger;Men;Switzerland;SUI;13.06.2004;;20-274;20;Switzerland;SUI;Europe;16,00;16;FIS;;;67;19;5;;5;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Men;Seniors;;49;;No;Nils Rhyner (SUI, 20 Dec 2002);Nils Rhyner;Nils;Rhyner;Men;Switzerland;SUI;20.12.2002;;22-084;22;Switzerland;SUI;Europe;11,00;11;FIS;;;67;19;5;;6;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Men;Seniors;;56;;No;Thierry Wili (SUI, 20 Nov 2000);Thierry Wili;Thierry;Wili;Men;Switzerland;SUI;20.11.2000;;24-114;24;Switzerland;SUI;Europe;8,00;8;FIS;;;67;19;5;;7;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Men;Seniors;;58;;No;Fadri Rhyner (SUI, 20 Mar 2005);Fadri Rhyner;Fadri;Rhyner;Men;Switzerland;SUI;20.03.2005;;19-359;19;Switzerland;SUI;Europe;7,00;7;FIS;;;67;19;5;;8;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Men;Seniors;;62;;No;Nicola Bolinger (SUI, 20 Apr 2002);Nicola Bolinger;Nicola;Bolinger;Men;Switzerland;SUI;20.04.2002;;22-328;22;Switzerland;SUI;Europe;5,00;5;FIS;;;67;19;5;;9;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Men;Seniors;;65;;No;Adrien Vaudaux (SUI, 11 Sep 2001);Adrien Vaudaux;Adrien;Vaudaux;Men;Switzerland;SUI;11.09.2001;;23-184;23;Switzerland;SUI;Europe;2,00;2;FIS;;;67;19;5;;10;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Women;Seniors;;6;;No;Mathilde Gremaud (SUI, 08 Feb 2000);Mathilde Gremaud;Mathilde;Gremaud;Women;Switzerland;SUI;08.02.2000;;25-034;25;Switzerland;SUI;Europe;202,00;202;FIS;;;33;15;4;;1;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Women;Seniors;;7;;No;Sarah Hoefflin (SUI, 08 Jan 1991);Sarah Hoefflin;Sarah;Hoefflin;Women;Switzerland;SUI;08.01.1991;;34-065;34;Switzerland;SUI;Europe;194,00;194;FIS;;;33;15;4;;2;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Women;Seniors;;9;;No;Anouk Andraska (SUI, 24 Jan 2004);Anouk Andraska;Anouk;Andraska;Women;Switzerland;SUI;24.01.2004;;21-049;21;Switzerland;SUI;Europe;169,00;169;FIS;;;33;15;4;;3;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Big Air;Women;Seniors;;27;;No;Elsa Sjöstedt (SUI, 03 Oct 2003);Elsa Sjöstedt;Elsa;Sjöstedt;Women;Switzerland;SUI;03.10.2003;;21-162;21;Switzerland;SUI;Europe;18,00;18;FIS;;;33;15;4;;4;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Slopestyle;Men;Seniors;;2;S;No;Andri Ragettli (SUI, 21 Aug 1998);Andri Ragettli;Andri;Ragettli;Men;Switzerland;SUI;21.08.1998;;26-205;26;Switzerland;SUI;Europe;250,00;250;FIS;;;51;14;3;;1;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Slopestyle;Men;Seniors;;15;;No;Colin Wili (SUI, 14 Sep 1998);Colin Wili;Colin;Wili;Men;Switzerland;SUI;14.09.1998;;26-181;26;Switzerland;SUI;Europe;90,00;90;FIS;;;51;14;3;;2;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Slopestyle;Men;Seniors;;16;;No;Fabian Boesch (SUI, 06 Jul 1997);Fabian Boesch;Fabian;Boesch;Men;Switzerland;SUI;06.07.1997;;27-251;27;Switzerland;SUI;Europe;88,00;88;FIS;;;51;14;3;;3;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Slopestyle;Men;Seniors;;19;;No;Kim Gubser (SUI, 17 May 2000);Kim Gubser;Kim;Gubser;Men;Switzerland;SUI;17.05.2000;;24-301;24;Switzerland;SUI;Europe;77,00;77;FIS;;;51;14;3;;4;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Slopestyle;Men;Seniors;;22;;No;Valentin Morel (SUI, 27 Sep 2000);Valentin Morel;Valentin;Morel;Men;Switzerland;SUI;27.09.2000;;24-168;24;Switzerland;SUI;Europe;60,00;60;FIS;;;51;14;3;;5;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Slopestyle;Men;Seniors;;30;;No;Gian Andri Bolinger (SUI, 13 Jun 2004);Gian Andri Bolinger;Gian Andri;Bolinger;Men;Switzerland;SUI;13.06.2004;;20-274;20;Switzerland;SUI;Europe;27,00;27;FIS;;;51;14;3;;6;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Slopestyle;Men;Seniors;;38;;No;Thierry Wili (SUI, 20 Nov 2000);Thierry Wili;Thierry;Wili;Men;Switzerland;SUI;20.11.2000;;24-114;24;Switzerland;SUI;Europe;10,00;10;FIS;;;51;14;3;;7;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Slopestyle;Women;Seniors;;8;;No;Mathilde Gremaud (SUI, 08 Feb 2000);Mathilde Gremaud;Mathilde;Gremaud;Women;Switzerland;SUI;08.02.2000;;25-034;25;Switzerland;SUI;Europe;140,00;140;FIS;;;39;15;4;;1;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Slopestyle;Women;Seniors;;17;;No;Sarah Hoefflin (SUI, 08 Jan 1991);Sarah Hoefflin;Sarah;Hoefflin;Women;Switzerland;SUI;08.01.1991;;34-065;34;Switzerland;SUI;Europe;92,00;92;FIS;;;39;15;4;;2;Yes
14.03.2025;2025;FIS Freeski World Cup;(World) Cup standings;FIS Freeski World Cup standings;Freestyle Skiing;Slopestyle;Women;Seniors;;24;;No;Anouk Andraska (SUI, 24 Jan 2004);Anouk Andraska;Anouk;Andraska;Women;Switzerland;SUI;24.01.2004;;21-049;21;Switzerland;SUI;Europe;55,00;55;FIS;;;39;15;4;;3;Yes
